,question,id,normalized_aliases,category,judgment,reasoning,model_short_answer,em,f1
753,Which is the largest city in Scandinavia by population ?,wh_2290,"['stockholm sweden', 'stochholm', 'stockohlm', 'un locode sesto', 'stockolm', 'sthlm', 'science in stockholm', 'sockholm', 'estocolmo', 'weather in stockholm', 'british international primary school stockholm', 'stokholm', 'grev turegatan', 'stockholm science', 'rehnsgatan stockholm', 'stockholm', 'stockholm sw', 'stockholm city', 'capital of sweden', 'fjollträsk', 'municipality of stockholm', 'british international primary school of stockholm', 'tukholma', 'europe stockholm']",fully specified,fully specified,"This question is fully specified because it asks for a factual geographic comparison — the largest city by population within the well-defined region of Scandinavia (typically Norway, Sweden, and Denmark). While there may be minor debates about the inclusion of Finland or Iceland, the standard definition of Scandinavia excludes these, and the answer (Copenhagen, Denmark) is widely accepted. The referent is clear, the scope is precise, and no subjective criteria or missing components are involved.",['Stockholm'],1,1.0
754,Who became the second Astronomer Royal upon the death of John Flamstead in 1619?,odql_761,"['sir edmund halley', 'halley edmond', 'sir edmond halley', 'edmund halley', 'edmond halley', 'edmund haley']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical event — the appointment of the second Astronomer Royal following the death of John Flamstead. While the user's reference to the year 1619 contains an error (Flamstead died in 1719), the question itself is factually clear and unambiguous in its intent. The referent (the Astronomer Royal position) and the event (succession after Flamstead's death) are unambiguous, and the answer is a known historical fact.",['Edmond Halley'],1,1.0
755,Sofia Helin returned on BBC4 in the third series of which Scandinavian drama?,dpql_827,"['bridge us tv series', 'bridge tv show', 'list of bridge episodes', 'bridge documentary film', 'bridge album', 'bridge film', 'bridge disambiguation', 'bridge american tv series', 'bridge tv series', 'bridge new jersey', 'bridge', 'bridge 2006 film']",fully specified,fully specified,"This question is fully specified because it refers to a specific, well-defined event: Sofia Helin's return to BBC4 in the third series of a Scandinavian drama. The referent (the show) is unambiguous, the context (BBC4, third series) is clear, and the question does not require subjective interpretation or missing components. The answer is factually grounded and does not depend on multiple perspectives or granularities.",['The Bridge'],1,1.0
756,"In Scotland, porridge is traditionally made with what?",qw_15104,"['oatp', 'oats', 'avenin', 'common oat', 'oat milling', 'oatstraw', 'sativa', 'oat fiber', 'avena sativa', 'avenalin', 'cultivated oat', 'oat']",fully specified,fully specified,"This question is fully specified because it refers to a specific cultural tradition (Scottish porridge) and asks for the traditional ingredient used, which is a well-documented fact. The referent is clear, the scope is precise, and no missing components or subjective criteria are involved.","['Oats', 'Water', 'Salt']",1,1.0
757,Which constituency did Harold Macmillan represent when he was Prime Minister?,sfq_16328,"['bromly', 'valley primary school', 'bromley kent', 'bromley london england', 'bromley town london', 'bromley', 'bromley england', 'breaside preparatory school', 'bromley london', 'bromley greater london', 'bromley bromley', 'widmore', 'bromley bromley london england']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical figure (Harold Macmillan) and asks for the parliamentary constituency he represented during his tenure as Prime Minister. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. Historical records clearly indicate that Macmillan represented the constituency of Brighton (Hove) during his time as Prime Minister.",['Bromley'],1,1.0
758,Which city is the headquarters of the Mormon church,bt_85,"['kilby court', 'salt lake city', 'salt lake city usa', 'salt lake city utah usa', 'salt lake utah', 'salt lake city ut usa', 'salt lake city ut', 'sl ut', 'salt lake cit', 'great salt lake city', 'capital of utah', 'utah state capital', 'salt lake ut', 'grid plan salt lake city', 'salt lake city utah', 'un locode usslc', 'saltlake city', 'j e cosgriff memorial catholic school']",fully specified,fully specified,"This question is fully specified because it refers to a well-defined religious organization (The Church of Jesus Christ of Latter-day Saints) and asks for the factual location of its headquarters. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Salt Lake City'],1,1.0
759,Little Monsters are Twitter followers of which female singer-songwriter? ;,sfq_23072,"['list of lady gaga concerts tours', 'luc carl', 'high princess stache', 'still have fun', 'little monsters fandom', 'ladygaga', 'lady caca', 'fancy pants lady gaga song', 'mother monster', 'list of lady gaga concert tours', 'little monsters social networking site', 'lady gaga band', 'monster fragrance', 'lady gaga on twitter', 'earthquake lady gaga song', 'little monsters fan', 'ledi gaga', 'lady gaga', 'ladz gaga', 'fame monster lady gaga story', 'joe calderone', 'joanne stefani germanotta', 'lady gaga in popular culture', 'lady gaga as gay icon', 'little monsters lady gaga fans', 'germanotta', 'lada gaga', 'red and blue lady gaga ep', 'stefani joanne angelina germanotta', 'glitter grease', 'little monsters social network', 'electric kiss', 'popart album', 'tea song', 'lady ga ga', 'stefani germanotta', 'fancy pants song', 'stefani j germanotta', 'stefani joanne germanotta', 'jo calderone']",fully specified,fully specified,"This question is fully specified because it refers to a well-known cultural reference — the ""Little Monsters"" fanbase associated with the singer-songwriter Billie Eilish. The referent is unambiguous, and the request is factually grounded without missing components or subjective ambiguity.",['Lady Gaga'],1,1.0
760,"Who was the former wife of war hero Leonard Cheshire who founded, in 1953, a charitable organisation with the emphasis on care homes and hospices?",sfq_3627,"['lady ryder of warsaw memorial trust', 'baroness ryder of warsaw', 'margaret susan ryder baroness cheshire of warsaw', 'margaret susan ryder baroness ryder of warsaw', 'sue ryder baroness ryder of warsaw', 'susan ryder', 'sue ryder']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical figure (Leonard Cheshire), his wife (Edith Cheshire), and the specific charitable organization he co-founded in 1953 (Cheshire Homes). The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Sue Ryder'],1,1.0
761,"What 1945 film won best picture, actor, director Oscars?",qf_1170,"['lost weekend disambiguation', 'lost weekend']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event (the 1945 Academy Awards) and asks for the film that won three specific awards (Best Picture, Best Actor, Best Director). The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['The Lost Weekend'],1,1.0
762,Deficiency in which vitamin causes Beri-Beri?,qg_1456,"['b 1 disambiguation', 'b1 disambiguation', 'b 1', 'b1']",fully specified,fully specified,"This question is fully specified because it asks for a clear, factual medical relationship between a specific disease (Beri-Beri) and the vitamin deficiency that causes it. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Vitamin B1 (Thiamine)'],0,0.5
